CLIENT NAME,LOBBYIST LAST NAME,LOBBYIST FIRST NAME,LOBBYIST ADDRESS,LOBBYIST CITY,LOBBYIST STATE,LOBBYIST ZIP
Loukas Development,Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
"Loukas, Michael",Kolpak,Paul,"6767 N. Milwaukee Ave., Ste. 202",Niles,IL,60714
"Lou Mitchell's Express, Inc",Hansen,Clinton,55 E. Monroe St.,Chicago,IL,60603
Loyola University,Lawlor,John,"233 S. Wacker Dr., Ste. 7800",Chicago,IL,60606
Loyola University Chicago,Holler,Steven,"Office of General Counsel, Loyola University of Chicago, 820 N. Michigan Avenue, Suite 750",Chicago,IL,60611
Loyola University Chicago,Magdziarz,Wayne,820 N. Michigan,Chicago,IL,60611
Loyola University Chicago,Clark,Jennifer,820 N Michigan Ave,Chicago,IL,60611
Loyola University Chicago,Holler,Steven,820 N. Michigan Ave.,Chicago,IL,60611
Loyola University Chicago,Wibbenmeyer,Kana,820 N Michigan Ave,Chicago,IL,60611
Loyola University of Chicago,Holler,Steven,"Office of General Counsel, Loyola University of Chicago, 820 N. Michigan Avenue, Suite 750",Chicago,IL,60611
Loyola University of Chicago,Lawlor,John,"233 S. Wacker Dr., Ste. 7800",Chicago,IL,60606
Loyola University of Chicago,Lawlor,John,233 S. Wacker Dr.,Chicago,IL,60606
LP Ventures LLP,George,John,130 E Randolph St,Chicago,IL,60601
LP Ventures LLP,Leach,Chris,180 N Stetson,Chicago,IL,60601
LP Ventures LLP,George,John,180 N Stetson,Chicago,IL,60601
LP Ventures LLP,Leach,Chris,130 East Randolph Street,Chicago,IL,60601
L & R Parking,Fary,Mark,6808 W. Archer Ave,Chicago,IL,60638
L & R Parking,Molaro,Robert,6808 W. Archer Ave.,Chicago,IL,60638
Lua Technologies Inc,Smith,William,111 W Washington ,Chicago,IL,60602
Lucas Museum of Narrative Art,Allis,Baird,111 S. Wacker Drive,Chicago,IL,60606
LUCHA,Friedland,Steven,"626 W. Jackson Blvd., Ste. 400",Chicago,IL,60661
LumQuest,Glass,Jeffrey,1 Oakbrook Terrace,Oakbrook Terrace,IL,60181
Luna,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Luna,George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
Luna Flooring,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Luna Flooring,Borstein,Scott,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Luna Flooring,George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
Luxe Valet,Dunn,John,"77 W. Wacker, Ste. 4100",Chicago,IL,60601
L.V.M. Corporation,Acosta,Rolando,2949 W Gregory St,Chicago,IL,60625
LV Station LLC,Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
LV Station LLC,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
LV Station LLC,Schain,Jerome,"70 W Madison, Ste. 4500",Chicago,IL,60602
Lycee Francais De Chicago,Dodson,Jesse,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Lycee Francais De Chicago,Novak,Theodore,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
LYFE KITCHEN,Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
LYFE KITCHEN,"Kelly, Jr.",John,"670 N. Clark St., 4th Flr",Chicago,IL,60654
Lyft,Dunn,John,"77 W. Wacker, Ste. 4100",Chicago,IL,60601
"MacAdam & Company, Ltd",Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"MacAdam & Company, Ltd",Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Macerich,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
Macerich,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Macerich,Toth,Richard,20 S. Clark St.,Chicago,IL,60603
Macerich,Penkhus,Adam,20 S. Clark St.,Chicago,IL,60603
Macerich Company,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Macerich Company,Hiepler,Todd,520 N. Michigan Ave.,Chicago,IL,60611
Macerich Company,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60610
Macerich Company,DiLorenzo,Michael,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
Macon Construction Group Inc,Banks,James ,"221 N. LaSalle St., #3800",Chicago,IL,60601
MAC Property Management,Cassel,Peter,5240 S Hyde Park Boulevard,Chicago,IL,60615
MAC Property Management,Martin,Sheeba,5240 S Hyde Park Blvd,Chicago,IL,60615
MAC Property Management,Cassel,Peter,5240 S Hyde Park,Chicago,IL,60615
Macquarie Capital (USA),Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
"Macquarie Capital (USA), Inc. ",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
"Macquarie Capital (USA), Inc. ",Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Macquarie Holdings (U.S.A.), Inc.",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
"Macquarie Holdings (U.S.A.), Inc.",Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Macquarie Holdings (USA), Inc",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
"Macquarie Infrastructure and Real Assets, Inc",Leslie,Christopher,125 W 55th St.,New York,NY,10019
"Macquarie Infrastructure and Real Assets, Inc",Hooke,James,125 W 55th St.,New York,NY,10019
"Macquarie Infrastructure and Real Assets, Inc",Glascott,Michael,1 South Wacker Dr.,Chicago,IL,60606
"Macquarie Infrastructure and Real Assets, Inc",Moy,Alicia,125 W 55th St.,New York,NY,10019
"Macquarie Infrastructure and Real Assets, Inc",Marroquin,Guillermo,1 S. Wacker Dr,Chicago,IL,60606
"Macquarie Infrastructure and Real Assets, Inc",Glascott,Michael,1 N. Wacker Dr.,Chicago,IL,60606
Macquarie Infrastructure & Real Assets,Glascott,Michael,1 South Wacker Dr.,Chicago,IL,60606
Macquarie Infrastructure & Real Assets,Marroquin,Guillermo,1 N. Wacker Dr,Chicago,IL,60606
"Macquarie Real Estate, Inc",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
Macy's Retail Holdings,Hughes,Ralph,"Macy's on State Street  111 N. State St., 11th Flr",Chicago,Il,60602
Macy's Retail Holdings,Hughes,Ralph,Macy's on State Street ,Chicago,IL,60602
"Macy's Retail Holdings, Inc",Hughes,Ralph,Macy's on State Street ,Chicago,IL,60602
"Macy's Retail Holdings, Inc.",Hughes,Ralph,Macy's on State Street ,Chicago,IL,60602
Madison Capital,Owen,Jeffrey,203 N. LaSalle Street,Chicago,IL,60601
Madison Capital,Jahnke-Dale,Katherine,203 N. LaSalle Street,Chicago,IL,60601
Madison Capital,Novak,Theodore,203 N. LaSalle Street,Chicago,IL,60601
Madison-DesPlaines Development LLC,George,John,180 N Stetson,Chicago,IL,60601
Madison-DesPlaines Development LLC,Leach,Chris,180 N Stetson,Chicago,IL,60601
Madison-DesPlaines Development LLC,George,John,130 E Randolph St,Chicago,IL,60601
Madison-DesPlaines Development LLC,Leach,Chris,130 East Randolph Street,Chicago,IL,60601
Mado Healthcare Center,Tinucci,Margaret ,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
Mado Healthcare Center,Pusateri,Lawrence,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
"Magnolia Court Apartments, LLC",Lenz,Mark,1247 Waukegan Rd,Glenview,IL,60025
"Magnolia Court Apartments, LLC",Lenz,Mark,1247 Waukegan Rd,Glenview,IL,60625
Magnum Homes,George,Mary,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Mahogony Chicago 47 LLC,Dodson,Jesse,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Mahogony Chicago 47 LLC,Klawiter,Richard,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Malk, Arnie",McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Malnati Organization,Schuster,Stephen,330 N. Wabash Ave.,Chicago,IL,60611
Malnati Organization,Thompson,Patrick,330 N. Wabash Ave.,Chicago,IL,60611
"MAM, LLC",Leach,Chris,180 N Stetson,Chicago,IL,60601
"MAM, LLC",George,John,180 N Stetson,Chicago,IL,60601
"Maple Court Apts., LLC",Martin,Sheeba,5240 S Hyde Park Blvd,Chicago,IL,60615
Marathon Petroleum Company,Kadansky,Richard,John Hancock Center,Chicago,IL,60611
Marathon Petroleum Company LP (subsidiaries & affiliates),Kadansky,Richard,John Hancock Center,Chicago,IL,60611
Marc Realty,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Marillac Social Center,Leach,Chris,"20 S. Clark St., Ste 400",Chicago,IL,60603
Mark and Sonia Suzumoto,Borstein,Scott,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Mark and Sonia Suzumoto,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Mark Goodman,Goldman,Robert,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Mark IV Realty Group, Inc",Tinucci,Margaret ,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
"Mark IV Realty Group, Inc",Zemenides,Endy,"542 S. Dearborn, Ste. 1100",Chicago,IL,60605
"Mark IV Realty Group, Inc",Pusateri,Lawrence,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
"Mark IV Realty Group, Inc",Pusateri,Lawrence,"39 S. LaSalle St., Ste. 808",Chicago,Il,60603
Mark J. Fary,Molaro,Robert,6808 W. Archer Ave.,Chicago,IL,60638
Mark J. Kupiec & Associates,Roberson,Victor,17947 Edwards Ave,Country Club Hills,IL,60478
Mark J. Kupiec & Associates,Hynes,Brian,910 W Huron,Chicago,IL,60642
Markoff Krasny LLC,Markoff,Steven,"29 N. Wacker Dr., Ste. 550",Chicago,IL,60606
Markoff Law LLC,Markoff,Steven,"29 N. Wacker Dr., Ste. 550",Chicago,IL,60606
"Marol State, LLC",Reifman,David,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Martinez, Manuel",Moore,Thomas,111 W Washington,Chicago,IL,60602
Master Meter,Johnson,John,2390 West Brook Bluff,North Judson,IN,46366
Maxim's Chicago Restaurant Partners,Jahnke-Dale,Katherine,203 N. LaSalle Street,Chicago,IL,60601
Maxim's Chicago Restaurant Partners,Klawiter,Richard,203 N. LaSalle Street,Chicago,IL,60601
Maxim's Chicago Restaurant Partners,Klawiter,Richard,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Mayfair Plaza 63, LLC",Leach,Chris,130 East Randolph Street,Chicago,IL,60601
"Mayfair Plaza 63, LLC",George,John,130 E Randolph St,Chicago,IL,60601
"May Street, LLC",Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
"May Street, LLC",Grady,Graham,111 East Wacker Dr.,Chicago,IL,60601
"MB Financial Bank, N.A.",Citron,Bernard,55 E. Monroe St. 37th Flr,Chicago,IL,60603
"MB Financial Bank, N.A.",Parrino ,Jack,"55 E. Monroe St., 37th Flr",Chicago,IL,60603
"MB Financial Bank, N.A.",Magnabosco,Lesley,"55 E. Monroe St., 37th Flr",Chicago,Il,60603
MB Real Estate,Goldman,Robert,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
M Brothers Properties LLC,O'Keefe,Bridget,227 W. Monroe St.,Chicago,IL,60606
"MBZ Properties, LLC",Georges,Mara,20 S. Clark St.,Chicago,IL,60603
MC ASB 312 Carpenter LLC,O'Keefe,Bridget,227 W. Monroe St.,Chicago,IL,60606
McCaffery Interests,George,John,130 E Randolph St,Chicago,IL,60601
McCaffery Interests,DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
McCaffery Interests,DiGrino,Mariah,203 N. LaSalle Street,Chicago,IL,60601
McCaffery Interests,Novak,Theodore,203 N. LaSalle Street,Chicago,IL,60601
McCaffery Interests,Owen,Jeffrey,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
McCaffery Interests,Dodson,Jesse,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
McCaffery Interests,George,John,180 N Stetson,Chicago,IL,60601
McCaffery Interests,Duncan,Kathleen,20 S. Clark St,Chicago,IL,60603
McCaffery Interests,Novak,Theodore,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"McConkie, Kirton",George,John,180 N Stetson,Chicago,IL,60601
"McConkie, Kirton",Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
McDonagh Demolition ,Brown,Michael,212 W. Washington,Chicago,IL,60602
Mc Donald's Corp.,Hinchman,Timothy,"20 N. Clark St., Ste. 1150",Chicago,IL,60602
Mc Donald's Corp.,Charity,Elvin,"20 N. Clark St., Ste. 1150",Chicago,IL,60602
Mc Donald's Corp.,Kurson,Amy,"600 W. Van Buren, Ste. 909",Chicago,IL,60607
Mc Donald's Corp.,Doerrer,John,1705 N. Rutherford,Chicago,IL,60707
McDonald's Corp.,Conochalla,Amanda,"4320 Winfield Rd., Ste. 400",Warrenville,IL,60555
McDonald's Corp.,Cervantes,Pedro,"30 W. Monroe, Ste. 630",Chicago,IL,60603
McDonald's Corporation,Hinchman,Timothy,"20 N. Clark St., Ste. 1150",Chicago,IL,60602
McDonald's Corporation,Charity,Elvin,"20 N. Clark St., Ste. 1150",Chicago,IL,60602
McDonald's Corporation,Doerrer,John,1705 N. Rutherford,Chicago,IL,60707
McDonald's Corporation,Kimmons,Gyata,"409 W. Huron St., Ste. 600",Chicago,IL,60654
McDonald's Corporation,Serafin,Thom,409 W. Huron,Chicago,IL,60654
McDonald's Corporation,Tristan,Homero,"30 W. Monroe St., Ste. 630",Chicago,IL,60603
MCDONALD'S CORPORATION,Doerrer,John,1705 N. Rutherford,Chicago,IL,60707
McDonald's Corporation,Conochalla,Amanda,"4320 Winfield Rd., Ste. 400",Warrenville,IL,60555
McDonald's Corporation,Cervantes,Pedro,"30 W. Monroe, Ste. 630",Chicago,IL,60603
McGladrey LLP,Schaedel,Larry,One S. Wacker Drive,Chicago,IL,60606
McGladrey & Pullen LLP,Schaedel,Larry,"One S. Wacker Drive, Suite 800",Chicago,IL,60606
"McGrew, Sean",Moore,Thomas,111 W Washington,Chicago,IL,60602
McHugh Development & Construction,Citron,Bernard,55 E. Monroe St. 37th Flr,Chicago,IL,60603
MCJ Development LLC,Cramer,John,53 West Jackson Blvd,Chicago,IL,60604
McMahon Food Corporation,Tragesser,Kate,30 N. LaSalle,Chicago,IL,60606
MCZ Develomment Inc.,Mell,Richard,3701 N. Kedzie,Chicago,IL,
MCZ Development,Mell,Richard,3701 N. Kedzie,Chicago,IL,
MCZ Development,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
"MCZ Winnebago Development, LLC c/o Michael Lerner",Banks,James ,"221 N. LaSalle At., #3800",Chicago,IL,60601
M Development,Hynes,Brian,1836 W. Iowa,Chicago,IL,60622
M Development,Roberson,Victor,17947 Edwards Ave,Country Club Hills,IL,60478
Meade Electric Co.,Coffey,Thomas,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
Meade Electric Co.,Dickinson,Geoffrey,"221 N LaSalle St., Ste. 820",Chicago,IL,60601
"Meade Electric Company, Inc.",Michas,Sylvia,"333 W Wacker Dr., Ste. 1800",Chicago,IL,60606
"Meader, Tom",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Meador, Thomas",Moore,Thomas,111 W Washington,Chicago,IL,60602
Mechanical Contractors Assoc. of Chicago,Dougherty,Bridget,500 North Dearborn Street,Chicago,IL,60654
"Medbox, Inc",George,Mary,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"Medbox, Inc",Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
"Medbox, Inc",Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"Medbox, Inc",George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
"Meder, Brent",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Media Communications, Inc d%2fb%2fa Visual Cast",Thompson,Patrick,"330 N. Wabash Ave., 22nd Flr",Chicago,IL,60611
MedImmune,Brunsvold,Elizabeth,"1235-A North Clybourn, Ste 246",Chicago,IL,60610
MedImmune LLC,Rosenfeld,Paul,320 W Ohio St,Chicago,IL,60654
"MedMar, Inc.",Alexander,Michael,230 W. Monroe St.,Chicago,IL,60606
"MedMar, Inc.",McGuire,Katriina,55 E. Monroe,Chicago,IL,60603
"MedMar, Inc.",Borovicka,John,230 W. Monroe St.,Chicago,IL,60606
Medponics,O'Connell  ,John ,P.O.Box 460,Western Springs,IL,60558
MedProperties Group,Thompson,Patrick,330 N. Wabash Ave.,Chicago,IL,60611
MedProperties Group,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
Med Properties LLC,Thompson,Patrick,"330 N. Wabash Ave., 22nd Flr",Chicago,IL,60611
Medstar Laboratory,Rosenfeld,Paul,320 W Ohio St,Chicago,IL,60654
Medstar Laboratory,Rosenfeld,Paul,213 W Institute Place,Chicago,IL,60610
medusa USA LLC,Repel,  Robert,737 W. Washington,Chicago,IL,60661
Mega Development,Zemenides,Endy,"542 S. Dearborn, Ste. 1100",Chicago,IL,60605
Melvin and Company LLC,Melvin,Christopher,"111 W. Jackson Blvd., Ste. 2110",Chicago,IL,60604
Merchandise Mart,George,John,180 N Stetson,Chicago,IL,60601
Merchandise Mart,George,John,130 E Randolph St,Chicago,IL,60601
Mercury Cruiselines,Coffey,Thomas,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
Mercury Cruiselines,Janes,Catherine,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
Mercury Skyline Yacht Charters,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
Mercury Skyline Yacht Charters,DiLorenzo,Michael,321 N. Clark St.,Chicago,IL,60654
Mercury Skyline Yacht Charters,Pugh,Donna,321 N. Clark St.,Chicago,IL,60654
Mercury Skyline Yacht Charters,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60610
Mercury Skyline Yacht Charters,DiLorenzo,Michael,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
Mercy Home for Boys & Girls,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Mercy Home for Boys & Girls,Borstein,Scott,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Mercy Hospital and Medical Center,Leach,Chris,"20 S. Clark St., Ste 400",Chicago,IL,60603
Mercy Hospital and Medical Center,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Mercy Hospital and Medical Center,Toth,Richard,20 S. Clark St.,Chicago,IL,60603
"Mercy Housing, Inc.",Friedgut,Elizabeth,203 N. LaSalle Street,Chicago,IL,60601
"Mercy Housing, Inc.",Friedgut,Elizabeth,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Merrill Lynch, Pierce, Fenner & Smith, Inc.",Clawson,Nancy ,540 W Madison St.,Chicago,IL,60661
"Merrill Lynch, Pierce, Fenner & Smith, Inc.",Jun,Susan,"540 W Madison St., 28th Flr",Chicago,IL,60661
"Merrill Lynch, Pierce, Fenner & Smith, Inc.",Jun,Susan,540 W Madison St.,Chicago,IL,60661
"Merrill Lynch, Pierce, Fenner & Smith, Inc.",Rooney,Philip,540 W Madison St.,Chicago,IL,60661
"Merrill Lynch, Pierce, Fenner, & Smith Inc.",Stephens,David,"4 World Financial Center, 11th Flr",New York,NY,10080
"Merrill Lynch, Pierce, Fenner, & Smith Inc.",Rooney,Philip,540 W Madison St.,Chicago,IL,60661
"Merrill Lynch, Pierce, Fenner, & Smith Inc.",Jun,Susan,"540 W Madison St., 28th Flr",Chicago,IL,60661
"Merrill Lynch, Pierce, Fenner, & Smith Inc.",Clawson,Nancy ,540 W Madison St.,Chicago,IL,60661
Mesa Development Corp.,Goldman,Robert,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Mesa Development, LLC",Goldman,Robert,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Mesa Development, LLC",Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
Mesirow Financial,Shadle,Paul,203 N. LaSalle Street,Chicago,IL,60601
Mesirow Financial,Shadle,Paul,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Mesirow Financial,King,Brian,353 N. Clark St.,Chicago,IL,60654
Mesirow Financial,Waldrop,Todd,353 N. Clark St.,Chicago,IL,60654
Mesirow Financial,DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Mesirow Financial, Inc",King,Brian,353 N. Clark St.,Chicago,IL,60654
"Mesirow Financial, Inc",Hoopes,Stephen ,353 N. Clark St.,Chicago,IL,60610
"Mesirow Financial, Inc",Waldrop,Todd,353 N. Clark St.,Chicago,IL,60654
"Mesirow Financial, I nc.",Waldrop,Todd,353 N. Clark St.,Chicago,IL,60654
"Mesirow Financial, Inc.",King,Brian,353 N. Clark St.,Chicago,IL,60654
"Mesirow Financial, Inc.",Waldrop,Todd,353 N. Clark St.,Chicago,IL,60654
"Mesirow Financial, Inc.",Hoopes,Stephen ,353 N. Clark St.,Chicago,IL,60610
Metaphrasis Language and Cultural Solutions,Wooley,Rosemary,1147 West Ohio Street,Chicago,IL,60642
Metro Loans,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Metron-Farnier,Beutel,Bret,5665 Airport Blvd,Boulder,CO,80301
Metropolis Investment Holdings,Leach,Chris,130 East Randolph Street,Chicago,IL,60601
Metropolis Investment Holdings,George,John,130 E Randolph St,Chicago,IL,60601
Metropolitan Chicago Healthcare Council,Lively,Elizabeth,"222 S. Riverside Plaza, Ste. 1900",Chicago,IL,60606
Metropolitan Chicago Healthcare Council,O'Sullivan,Dennis,"222 S. Riverside Plaza, Suite 1900",Chicago,IL,60606
Metropolitan Chicago Healthcare Council,Calder,Sarah,222 S. Riverside Plaza,Chicago,IL,60606
Metropolitan Chicago Healthcare Council,Calder,Sarah,"222 S. Riverside Plaza, Ste. 1900",Chicago,IL,60606
Metropolitan Housing Development Corp,Powell,Lewis,"53 W. Jackson, Ste. 1222",Chicago,IL,60604
Metropolitan Housing Development Corp,Powell,Lewis,53 W. Jackson,Chicago,IL,60604
Metropolitan Pier and Exposition Authority,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Metropolitan Pier and Exposition Authority,Sublett,Jeanette,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Metropolitan Pier and Exposition Authority,Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Metropolitan Pier & Expo Authority,Lacy,Leah ,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
Metropolitan Pier & Expo Authority,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Metropolitan Pier & Expo Authority,Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Metropolitan Pier & Expo Authority,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Metropolitan Pier & Expo Authority,Sublett,Jeanette,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
Metropolitan Pier & Expo Authority,Lacy,Leah ,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Metropolitan Pier & Expo Authority,Shaqildi,Amal,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
Metropolitan Pier & Expo Authority,Sublett,Jeanette,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
MGM %2f Terrell Grp.,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
"MGM Construction/The Terrell Group, Inc.",Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
"MHL Keating MM, LLC (Sole member, Mercy Housing Lakefront)",Ramsey,Emily,53 W Jackson Blvd,Chicago,IL,60604
"Mia Property Acquisitions, LLC c/o Bartlomiej Przyjemski",Banks,James ,"221 N. LaSalle At., #3800",Chicago,IL,60601
Michael Cordaro c/o Innovare Properties,Banks,James ,"221 N. LaSalle St., #3800",Chicago,IL,60601
"Michael Krueger c/o 4635 Broadway, LLC",Banks,James ,"221 N. LaSalle At., #3800",Chicago,IL,60601
Michael Lerner c/o MCZ Development,Banks,James ,"221 N. LaSalle St., #3800",Chicago,IL,60601
Michael Nitekman,Moore,Thomas,111 W Washington,Chicago,IL,60602
Michaels Development Company,Johnson,Allen,53 W Jackson Blvd,Chicago,IL,60604
Michigan Avenue Real Estate Group,Moore,Thomas,111 W Washington,Chicago,IL,60602
Michigan Plaza LLC,Lawlor,John,"233 S. Wacker Dr., Ste. 7800",Chicago,IL,60606
Michigan Wacker Associates,Citron,Bernard,55 E. Monroe St. 37th Flr,Chicago,IL,60603
Microsoft Corporation,Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
Microsoft Inc,Hillard,Terry,30 S. Wacker Dr.,Chicago,IL,60606
Microsoft Services,Hillard,Terry,30 S. Wacker Dr.,Chicago,IL,60606
Mid-America Asset Management Inc,George,John,130 E Randolph St,Chicago,IL,60601
Mid-Continental Bldg Corp,Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Middlefork Capital LLC,Citron,Bernard,55 E. Monroe St. 37th Flr,Chicago,IL,60603
"Midway Airport Concessionaries, Inc",Montgomery,James,1 N. LaSalle St.,Chicago,Il,60602
Midway Transfer & Recycling,Leach,Chris,"20 S. Clark St., Ste 400",Chicago,IL,60603
Midwest Gaming and Entertainment LLC,Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
Midwest Gaming and Entertainment LLC,Bluhm,Neil,900 N Michigan Ave,Chicago,IL,60611
Midwest Gaming and Entertainment LLC,Carlin,Greg,900 N Michigan Ave,Chicago,IL,60611
"Midwest Gaming & Entertainment, LLC",Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
"Midwest Gaming & Entertainment, LLC",Bluhm,Neil,900 N Michigan Ave,Chicago,IL,60611
Midwest Generation,Parnell,Charles,"440 S. LaSalle, Suite 3500",Chicago,IL,60605
Midwest Generation,McFarlan,Douglas,"500 W. Madison Street, Suite 2640",Chicago,IL,60661
Midwest Generation,Glass,Jeffrey,"350 W. 22nd St., #106",Lombard,IL,60148
Midwest Generation,Glass,Jeffrey,350 W. 22nd Street,Lombard,IL,60148
Midwest Generation EME LLC,Parnell,Charles,"500 W. Madison Street, 2640",Chicago,IL,60661
"Midwest Generation EME,LLC",Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
"Midwest Generation EME,LLC",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
"Midwest Generation EME,LLC",Glass,Jeffrey,350 W. 22nd Street,Lombard,IL,60148
"Midwest Generation EME, LLC",Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Midwest Generation EME, LLC",McFarlan,Douglas,500 W. Madison Street,Chicago,IL,60661
"Midwest Generation EME, LLC",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
"Midwest Generation EME, LLC",Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
Midwest Property Group,George,John,180 N Stetson,Chicago,IL,60601
Midwest Property Group,Leach,Chris,180 N Stetson,Chicago,IL,60601
Midwest Property Group,Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
Midwest Related,Barton,Timothy,5401 S. Hyde Park Blvd.,Chicago,IL,60615
Migdal Law Group LLP,Roberson,Victor,17947 Edwards Ave,Country Club Hills,IL,60478
Migdal Law Group LLP,Hynes,Brian,1836 W. Iowa,Chicago,IL,60622
"Mike Media Group, Inc",Acosta,Rolando,2949 W Gregory St,Chicago,IL,60625
Miles Management Corp,George,John,180 N Stetson,Chicago,IL,60601
